"","species","Longitude","Latitude","occ","coords.x1","coords.x2"
"364","Lutjanus Griseus",-80.001611,21.739493,1,-80.001611,21.739493
"365","Lutjanus Griseus",-65.469187,18.09312,1,-65.469187,18.09312
"366","Lutjanus Griseus",-61.679859,10.696332,1,-61.679859,10.696332
"367","Lutjanus Griseus",-79.177066,22.639266,1,-79.177066,22.639266
"368","Lutjanus Griseus",-47.9215108,-24.1996764,1,-47.9215108,-24.1996764
"369","Lutjanus Griseus",-82.257233,26.745975,1,-82.257233,26.745975
"370","Lutjanus Griseus",-81.371774,29.714604,1,-81.371774,29.714604
"371","Lutjanus Griseus",-82.726158,28.2724,1,-82.726158,28.2724
"372","Lutjanus Griseus",-80.3329,25.2266,1,-80.3329,25.2266
"373","Lutjanus Griseus",-80.042819,26.545626,1,-80.042819,26.545626
"374","Lutjanus Griseus",-68.289178,12.170503,1,-68.289178,12.170503
"375","Lutjanus Griseus",-66.52824,17.89507,1,-66.52824,17.89507
"376","Lutjanus Griseus",-61.748117,10.688552,1,-61.748117,10.688552
"377","Lutjanus Griseus",-97.058377,27.841694,1,-97.058377,27.841694
"378","Lutjanus Griseus",-81.649877,30.317743,1,-81.649877,30.317743
"379","Lutjanus Griseus",-82.564011,28.790958,1,-82.564011,28.790958
"380","Lutjanus Griseus",-83.035121,29.138577,1,-83.035121,29.138577
"381","Lutjanus Griseus",-90.727577,19.359149,1,-90.727577,19.359149
"382","Lutjanus Griseus",-82.626113,27.772406,1,-82.626113,27.772406
"383","Lutjanus Griseus",-75.991158,37.280937,1,-75.991158,37.280937
"384","Lutjanus Griseus",-87.234511,21.523839,1,-87.234511,21.523839
"385","Lutjanus Griseus",-86.512359,30.392358,1,-86.512359,30.392358
"386","Lutjanus Griseus",-96.817058,28.030397,1,-96.817058,28.030397
"387","Lutjanus Griseus",-82.936792,27.833341,1,-82.936792,27.833341
"388","Lutjanus Griseus",-82.971262,27.947286,1,-82.971262,27.947286
"389","Lutjanus Griseus",-78.865013,26.578991,1,-78.865013,26.578991
"390","Lutjanus Griseus",-96.66504,27.156315,1,-96.66504,27.156315
"391","Lutjanus Griseus",-82.869481,27.80488,1,-82.869481,27.80488
"392","Lutjanus Griseus",-69.142493,12.181794,1,-69.142493,12.181794
"393","Lutjanus Griseus",-82.854008,27.938913,1,-82.854008,27.938913
"394","Lutjanus Griseus",-86.910151,16.089094,1,-86.910151,16.089094
"395","Lutjanus Griseus",-97.774752,22.266578,1,-97.774752,22.266578
"396","Lutjanus Griseus",-87.931193,15.829162,1,-87.931193,15.829162
"397","Lutjanus Griseus",-86.952688,21.498378,1,-86.952688,21.498378
"398","Lutjanus Griseus",-81.347197,31.180503,1,-81.347197,31.180503
"399","Lutjanus Griseus",-82.462673,27.708827,1,-82.462673,27.708827
"400","Lutjanus Griseus",-34.998318,-8.511314,1,-34.998318,-8.511314
"401","Lutjanus Griseus",-82.269193,9.404795,1,-82.269193,9.404795
"402","Lutjanus Griseus",-82.756163,9.656503,1,-82.756163,9.656503
"403","Lutjanus Griseus",-82.254814,23.176453,1,-82.254814,23.176453
"404","Lutjanus Griseus",-78.394387,27.256545,1,-78.394387,27.256545
"405","Lutjanus Griseus",-80.120208,26.103153,1,-80.120208,26.103153
"406","Lutjanus Griseus",-95.719697,29.891246,1,-95.719697,29.891246
"407","Lutjanus Griseus",-87.192703,30.351522,1,-87.192703,30.351522
"408","Lutjanus Griseus",-82.68534,27.438334,1,-82.68534,27.438334
"409","Lutjanus Griseus",-94.814575,29.365403,1,-94.814575,29.365403
"410","Lutjanus Griseus",-89.031583,30.380353,1,-89.031583,30.380353
"411","Lutjanus Griseus",-85.32647,29.687962,1,-85.32647,29.687962
"412","Lutjanus Griseus",-64.639968,18.420695,1,-64.639968,18.420695
"413","Lutjanus Griseus",-64.68175,32.385909,1,-64.68175,32.385909
"414","Lutjanus Griseus",-82.536208,27.245913,1,-82.536208,27.245913
"415","Lutjanus Griseus",-80.155761,25.726908,1,-80.155761,25.726908
"416","Lutjanus Griseus",-80.402192,29.320862,1,-80.402192,29.320862
"417","Lutjanus Griseus",-81.940814,26.127446,1,-81.940814,26.127446
"418","Lutjanus Griseus",-86.717878,21.204872,1,-86.717878,21.204872
"419","Lutjanus Griseus",-86.944624,20.50717,1,-86.944624,20.50717
"420","Lutjanus Griseus",-83.033168,28.00645,1,-83.033168,28.00645
"421","Lutjanus Griseus",-82.871236,27.872947,1,-82.871236,27.872947
"422","Lutjanus Griseus",-77.268395,25.098789,1,-77.268395,25.098789
"423","Lutjanus Griseus",-81.018303,24.92563,1,-81.018303,24.92563
"424","Lutjanus Griseus",-81.777786,24.64249,1,-81.777786,24.64249
"425","Lutjanus Griseus",-89.131819,30.351362,1,-89.131819,30.351362
"426","Lutjanus Griseus",-81.650855,24.702228,1,-81.650855,24.702228
"427","Lutjanus Griseus",-88.295418,30.386488,1,-88.295418,30.386488
"428","Lutjanus Griseus",-95.914403,28.710703,1,-95.914403,28.710703
"429","Lutjanus Griseus",-80.18786,25.691279,1,-80.18786,25.691279
"430","Lutjanus Griseus",-80.969342,24.758872,1,-80.969342,24.758872
"431","Lutjanus Griseus",-82.80714,27.96867,1,-82.80714,27.96867
"432","Lutjanus Griseus",-82.613742,27.637186,1,-82.613742,27.637186
"433","Lutjanus Griseus",-82.783103,27.783572,1,-82.783103,27.783572
"434","Lutjanus Griseus",-87.311676,30.325954,1,-87.311676,30.325954
"435","Lutjanus Griseus",-95.131272,29.08097,1,-95.131272,29.08097
"436","Lutjanus Griseus",-82.410408,27.010206,1,-82.410408,27.010206
"437","Lutjanus Griseus",-87.824167,18.126944,1,-87.824167,18.126944
"438","Lutjanus Griseus",-81.093031,24.775306,1,-81.093031,24.775306
"439","Lutjanus Griseus",-86.201308,30.322567,1,-86.201308,30.322567
"440","Lutjanus Griseus",-82.771233,27.839705,1,-82.771233,27.839705
"441","Lutjanus Griseus",-81.862808,26.364284,1,-81.862808,26.364284
"442","Lutjanus Griseus",-83.370893,29.519187,1,-83.370893,29.519187
"443","Lutjanus Griseus",-86.751303,21.260934,1,-86.751303,21.260934
"444","Lutjanus Griseus",-81.294853,29.814378,1,-81.294853,29.814378
"445","Lutjanus Griseus",-64.833575,32.256772,1,-64.833575,32.256772
"446","Lutjanus Griseus",-80.15848,26.310261,1,-80.15848,26.310261
"447","Lutjanus Griseus",-85.730601,30.125535,1,-85.730601,30.125535
"448","Lutjanus Griseus",-82.204165,9.28968,1,-82.204165,9.28968
"449","Lutjanus Griseus",-97.187677,28.070575,1,-97.187677,28.070575
"450","Lutjanus Griseus",-87.028004,20.344196,1,-87.028004,20.344196
"451","Lutjanus Griseus",-81.915927,24.561555,1,-81.915927,24.561555
"452","Lutjanus Griseus",-82.441605,27.056836,1,-82.441605,27.056836
"453","Lutjanus Griseus",-77.327999,25.08784,1,-77.327999,25.08784
"454","Lutjanus Griseus",-63.04727,18.1339,1,-63.04727,18.1339
"455","Lutjanus Griseus",-64.736583,32.323782,1,-64.736583,32.323782
"456","Lutjanus Griseus",-64.94592,18.28068,1,-64.94592,18.28068
"457","Lutjanus Griseus",-64.75917,17.78523,1,-64.75917,17.78523
"458","Lutjanus Griseus",-64.99104,18.31822,1,-64.99104,18.31822
"459","Lutjanus Griseus",-64.6988,17.7615,1,-64.6988,17.7615
"460","Lutjanus Griseus",-96.0921,19.149692,1,-96.0921,19.149692
"461","Lutjanus Griseus",-82.653044,28.490845,1,-82.653044,28.490845
"462","Lutjanus Griseus",-88.577808,29.94747,1,-88.577808,29.94747
"463","Lutjanus Griseus",-80.149133,25.646866,1,-80.149133,25.646866
"464","Lutjanus Griseus",-64.786457,32.290987,1,-64.786457,32.290987
"465","Lutjanus Griseus",-80.072778,26.316463,1,-80.072778,26.316463
"466","Lutjanus Griseus",-76.387632,24.908356,1,-76.387632,24.908356
"467","Lutjanus Griseus",-82.788278,28.19268,1,-82.788278,28.19268
"468","Lutjanus Griseus",-82.531717,27.982313,1,-82.531717,27.982313
"469","Lutjanus Griseus",-80.818887,28.911733,1,-80.818887,28.911733
"470","Lutjanus Griseus",-86.616301,20.467064,1,-86.616301,20.467064
"471","Lutjanus Griseus",-82.623135,28.53116,1,-82.623135,28.53116
"472","Lutjanus Griseus",-80.088099,26.25307,1,-80.088099,26.25307
"473","Lutjanus Griseus",-65.720475,18.389961,1,-65.720475,18.389961
"474","Lutjanus Griseus",-66.0823,18.46118,1,-66.0823,18.46118
"475","Lutjanus Griseus",-66.85434,17.95632,1,-66.85434,17.95632
"476","Lutjanus Griseus",-67.26573,18.35065,1,-67.26573,18.35065
"477","Lutjanus Griseus",-86.139455,30.473028,1,-86.139455,30.473028
"478","Lutjanus Griseus",-95.9919,27.704336,1,-95.9919,27.704336
"479","Lutjanus Griseus",-86.668587,20.735229,1,-86.668587,20.735229
"480","Lutjanus Griseus",-78.401819,26.605493,1,-78.401819,26.605493
"481","Lutjanus Griseus",-65.447463,18.146954,1,-65.447463,18.146954
"482","Lutjanus Griseus",-82.070639,26.825856,1,-82.070639,26.825856
"483","Lutjanus Griseus",-81.468327,24.646242,1,-81.468327,24.646242
"484","Lutjanus Griseus",-96.661139,20.059572,1,-96.661139,20.059572
"485","Lutjanus Griseus",-86.701529,20.606443,1,-86.701529,20.606443
"486","Lutjanus Griseus",-70.1477,11.5446,1,-70.1477,11.5446
"487","Lutjanus Griseus",-87.355195,20.198604,1,-87.355195,20.198604
"488","Lutjanus Griseus",-82.522208,27.373801,1,-82.522208,27.373801
"489","Lutjanus Griseus",-60.532807,11.302845,1,-60.532807,11.302845
"490","Lutjanus Griseus",-81.372292,24.66934,1,-81.372292,24.66934
"491","Lutjanus Griseus",-82.244936,9.361891,1,-82.244936,9.361891
"492","Lutjanus Griseus",-80.150176,26.989008,1,-80.150176,26.989008
"493","Lutjanus Griseus",-76.517029,24.2661,1,-76.517029,24.2661
"494","Lutjanus Griseus",-79.868772,25.899399,1,-79.868772,25.899399
"495","Lutjanus Griseus",-88.37196,16.563103,1,-88.37196,16.563103
"496","Lutjanus Griseus",-82.754762,27.740055,1,-82.754762,27.740055
"497","Lutjanus Griseus",-77.8245,25.7382,1,-77.8245,25.7382
"498","Lutjanus Griseus",-77.8352,25.6907,1,-77.8352,25.6907
"499","Lutjanus Griseus",-97.320833,27.454722,1,-97.320833,27.454722
"500","Lutjanus Griseus",-97.430556,27.164444,1,-97.430556,27.164444
"501","Lutjanus Griseus",-97.619167,27.241667,1,-97.619167,27.241667
"502","Lutjanus Griseus",-97.359167,27.367778,1,-97.359167,27.367778
"503","Lutjanus Griseus",-97.565833,27.236111,1,-97.565833,27.236111
"504","Lutjanus Griseus",-97.397222,27.333889,1,-97.397222,27.333889
"505","Lutjanus Griseus",-97.368611,27.414444,1,-97.368611,27.414444
"506","Lutjanus Griseus",-97.250833,27.589167,1,-97.250833,27.589167
"507","Lutjanus Griseus",-97.501667,27.241111,1,-97.501667,27.241111
"508","Lutjanus Griseus",-93.925833,29.772778,1,-93.925833,29.772778
"509","Lutjanus Griseus",-97.222222,26.079167,1,-97.222222,26.079167
"510","Lutjanus Griseus",-97.444444,26.6175,1,-97.444444,26.6175
"511","Lutjanus Griseus",-97.369167,27.742222,1,-97.369167,27.742222
"512","Lutjanus Griseus",-97.158056,27.821667,1,-97.158056,27.821667
"513","Lutjanus Griseus",-97.251944,27.6975,1,-97.251944,27.6975
"514","Lutjanus Griseus",-97.378889,27.874722,1,-97.378889,27.874722
"515","Lutjanus Griseus",-97.4675,27.824167,1,-97.4675,27.824167
"516","Lutjanus Griseus",-97.411389,27.829167,1,-97.411389,27.829167
"517","Lutjanus Griseus",-75.746444,10.234194,1,-75.746444,10.234194
"518","Lutjanus Griseus",-71.961144,12.183778,1,-71.961144,12.183778
"519","Lutjanus Griseus",-74.085574,11.320529,1,-74.085574,11.320529
"520","Lutjanus Griseus",-68.213117,10.870446,1,-68.213117,10.870446
"521","Lutjanus Griseus",-87.430886,20.19561,1,-87.430886,20.19561
"522","Lutjanus Griseus",-76.4429,38.8635,1,-76.4429,38.8635
"523","Lutjanus Griseus",-80.12185,26.215242,1,-80.12185,26.215242
"524","Lutjanus Griseus",-61.024174,14.641528,1,-61.024174,14.641528
"525","Lutjanus Griseus",-93.843889,29.820278,1,-93.843889,29.820278
"526","Lutjanus Griseus",-97.168889,27.753889,1,-97.168889,27.753889
"527","Lutjanus Griseus",-97.413333,26.51,1,-97.413333,26.51
"528","Lutjanus Griseus",-97.168611,26.065278,1,-97.168611,26.065278
"529","Lutjanus Griseus",-97.341667,26.413056,1,-97.341667,26.413056
"530","Lutjanus Griseus",-96.546127,26.635036,1,-96.546127,26.635036
"531","Lutjanus Griseus",-77.142247,25.027014,1,-77.142247,25.027014
"532","Lutjanus Griseus",-80.406076,25.125246,1,-80.406076,25.125246
"533","Lutjanus Griseus",-74.200888,39.617037,1,-74.200888,39.617037
"534","Lutjanus Griseus",-75.62167,35.84732,1,-75.62167,35.84732
"535","Lutjanus Griseus",-80.042442,26.817587,1,-80.042442,26.817587
"536","Lutjanus Griseus",-80.112056,25.890451,1,-80.112056,25.890451
"537","Lutjanus Griseus",-75.093103,38.795742,1,-75.093103,38.795742
"538","Lutjanus Griseus",-80.233305,25.727312,1,-80.233305,25.727312
"539","Lutjanus Griseus",-81.549247,25.878719,1,-81.549247,25.878719
"540","Lutjanus Griseus",-80.340022,27.502063,1,-80.340022,27.502063
"541","Lutjanus Griseus",-82.692291,27.800081,1,-82.692291,27.800081
"542","Lutjanus Griseus",-82.070153,26.954595,1,-82.070153,26.954595
"543","Lutjanus Griseus",-81.991093,24.550391,1,-81.991093,24.550391
"544","Lutjanus Griseus",-76.34,37,1,-76.34,37
"545","Lutjanus Griseus",-76.66,37.21,1,-76.66,37.21
"546","Lutjanus Griseus",-96.23,19.35,1,-96.23,19.35
"547","Lutjanus Griseus",-81,25,1,-81,25
"548","Lutjanus Griseus",-82.17,26.77,1,-82.17,26.77
"549","Lutjanus Griseus",-87.83,18.31,1,-87.83,18.31
"550","Lutjanus Griseus",-64.922025,18.324043,1,-64.922025,18.324043
"551","Lutjanus Griseus",-81.504907,30.335855,1,-81.504907,30.335855
"552","Lutjanus Griseus",-82.589811,28.887896,1,-82.589811,28.887896
"553","Lutjanus Griseus",-80.043878,26.772063,1,-80.043878,26.772063
"554","Lutjanus Griseus",-76.336705,37.396779,1,-76.336705,37.396779
"555","Lutjanus Griseus",-80.595925,24.948197,1,-80.595925,24.948197
"556","Lutjanus Griseus",-80.187961,25.768533,1,-80.187961,25.768533
"557","Lutjanus Griseus",-80.065917,26.447528,1,-80.065917,26.447528
"558","Lutjanus Griseus",-68.281226,12.070432,1,-68.281226,12.070432
"559","Lutjanus Griseus",-64.888583,32.388817,1,-64.888583,32.388817
"560","Lutjanus Griseus",-81.515753,27.617262,1,-81.515753,27.617262
"561","Lutjanus Griseus",-80.533646,25.215158,1,-80.533646,25.215158
"562","Lutjanus Griseus",-87.02058,30.452388,1,-87.02058,30.452388
"563","Lutjanus Griseus",-82.657653,28.824755,1,-82.657653,28.824755
"564","Lutjanus Griseus",-81.854865,26.427892,1,-81.854865,26.427892
"565","Lutjanus Griseus",-81.636901,30.191041,1,-81.636901,30.191041
"566","Lutjanus Griseus",-81.813042,26.382464,1,-81.813042,26.382464
"567","Lutjanus Griseus",-81.111009,29.094426,1,-81.111009,29.094426
"568","Lutjanus Griseus",-87.415491,30.352006,1,-87.415491,30.352006
"569","Lutjanus Griseus",-81.011579,29.117696,1,-81.011579,29.117696
"570","Lutjanus Griseus",-82.633972,27.594501,1,-82.633972,27.594501
"571","Lutjanus Griseus",-74.090879,40.439461,1,-74.090879,40.439461
"572","Lutjanus Griseus",-81.015417,24.725917,1,-81.015417,24.725917
"573","Lutjanus Griseus",-87.281862,30.380972,1,-87.281862,30.380972
"574","Lutjanus Griseus",-77.950198,18.460415,1,-77.950198,18.460415
"575","Lutjanus Griseus",-65.635956,18.287383,1,-65.635956,18.287383
"576","Lutjanus Griseus",-81.641836,25.950627,1,-81.641836,25.950627
"577","Lutjanus Griseus",-80.539489,27.830852,1,-80.539489,27.830852
"578","Lutjanus Griseus",-81.717278,30.273958,1,-81.717278,30.273958
"579","Lutjanus Griseus",-64.694369,18.355691,1,-64.694369,18.355691
"580","Lutjanus Griseus",-80.923586,25.141048,1,-80.923586,25.141048
"581","Lutjanus Griseus",-91.57,18.708,1,-91.57,18.708
"582","Lutjanus Griseus",-91.43,18.572,1,-91.43,18.572
"583","Lutjanus Griseus",-97.254461,27.650877,1,-97.254461,27.650877
"584","Lutjanus Griseus",-97.097747,27.776552,1,-97.097747,27.776552
"585","Lutjanus Griseus",-97.274609,27.475166,1,-97.274609,27.475166
"586","Lutjanus Griseus",-82.507377,27.510036,1,-82.507377,27.510036
"587","Lutjanus Griseus",-87.994325,15.789129,1,-87.994325,15.789129
"588","Lutjanus Griseus",-76.328,37.286,1,-76.328,37.286
"589","Lutjanus Griseus",-80.1996,27.2025,1,-80.1996,27.2025
"590","Lutjanus Griseus",-97.2045,25.9584,1,-97.2045,25.9584
"591","Lutjanus Griseus",-80.1168,27.0489,1,-80.1168,27.0489
"592","Lutjanus Griseus",-60.783,11.1466,1,-60.783,11.1466
"593","Lutjanus Griseus",-81.32829,30.023354,1,-81.32829,30.023354
"594","Lutjanus Griseus",-82.013725,26.453362,1,-82.013725,26.453362
"595","Lutjanus Griseus",-72.484204,40.883162,1,-72.484204,40.883162
"596","Lutjanus Griseus",-81.716176,25.912906,1,-81.716176,25.912906
"597","Lutjanus Griseus",-80.915003,24.773449,1,-80.915003,24.773449
"598","Lutjanus Griseus",-82.664028,27.969667,1,-82.664028,27.969667
"599","Lutjanus Griseus",-82.069817,26.716222,1,-82.069817,26.716222
"600","Lutjanus Griseus",-94.967392,29.295156,1,-94.967392,29.295156
"601","Lutjanus Griseus",-82.502403,28.74887,1,-82.502403,28.74887
"602","Lutjanus Griseus",-72.232168,21.785495,1,-72.232168,21.785495
"603","Lutjanus Griseus",-81.312195,29.936696,1,-81.312195,29.936696
"604","Lutjanus Griseus",-82.453505,27.909775,1,-82.453505,27.909775
"605","Lutjanus Griseus",-82.220055,26.619907,1,-82.220055,26.619907
"606","Lutjanus Griseus",-82.439347,27.953188,1,-82.439347,27.953188
"607","Lutjanus Griseus",-74.257036,40.547194,1,-74.257036,40.547194
"608","Lutjanus Griseus",-82.976478,28.001239,1,-82.976478,28.001239
"609","Lutjanus Griseus",-88.78925,15.672461,1,-88.78925,15.672461
"610","Lutjanus Griseus",-96.35181,27.476733,1,-96.35181,27.476733
"611","Lutjanus Griseus",-60.701815,11.27534,1,-60.701815,11.27534
"612","Lutjanus Griseus",-96.666199,26.96093,1,-96.666199,26.96093
"613","Lutjanus Griseus",-68.998212,12.139047,1,-68.998212,12.139047
"614","Lutjanus Griseus",-96.51015,28.01482,1,-96.51015,28.01482
"615","Lutjanus Griseus",-82.573551,27.570437,1,-82.573551,27.570437
"616","Lutjanus Griseus",-77.376469,25.176164,1,-77.376469,25.176164
"617","Lutjanus Griseus",-96.6932,28.025017,1,-96.6932,28.025017
"618","Lutjanus Griseus",-84.646746,29.787218,1,-84.646746,29.787218
"619","Lutjanus Griseus",-68.229875,12.041419,1,-68.229875,12.041419
"620","Lutjanus Griseus",-68.233923,12.094255,1,-68.233923,12.094255
"621","Lutjanus Griseus",-68.294992,12.114816,1,-68.294992,12.114816
"622","Lutjanus Griseus",-87.357812,20.319359,1,-87.357812,20.319359
"623","Lutjanus Griseus",-80.292668,25.629119,1,-80.292668,25.629119
"624","Lutjanus Griseus",-64.793131,18.339678,1,-64.793131,18.339678
"625","Lutjanus Griseus",-80.183676,25.04989,1,-80.183676,25.04989
"626","Lutjanus Griseus",-97.033124,28.059634,1,-97.033124,28.059634
"627","Lutjanus Griseus",-81.676731,30.242169,1,-81.676731,30.242169
"628","Lutjanus Griseus",-86.796025,20.991331,1,-86.796025,20.991331
"629","Lutjanus Griseus",-77.51451,23.867925,1,-77.51451,23.867925
"630","Lutjanus Griseus",-96.406609,27.353399,1,-96.406609,27.353399
"631","Lutjanus Griseus",-96.329095,28.424258,1,-96.329095,28.424258
"632","Lutjanus Griseus",-82.6151,28.781372,1,-82.6151,28.781372
"633","Lutjanus Griseus",-86.865694,21.328456,1,-86.865694,21.328456
"634","Lutjanus Griseus",-86.796705,21.349,1,-86.796705,21.349
"635","Lutjanus Griseus",-87.765555,18.420833,1,-87.765555,18.420833
"636","Lutjanus Griseus",-87.430805,18.528944,1,-87.430805,18.528944
"637","Lutjanus Griseus",-87.263125,20.378538,1,-87.263125,20.378538
"638","Lutjanus Griseus",-82.641463,28.904428,1,-82.641463,28.904428
"639","Lutjanus Griseus",-75.784678,23.520872,1,-75.784678,23.520872
"640","Lutjanus Griseus",-66.3736,18.48955,1,-66.3736,18.48955
"641","Lutjanus Griseus",-77.411507,24.991998,1,-77.411507,24.991998
"642","Lutjanus Griseus",-88.583714,29.726423,1,-88.583714,29.726423
"643","Lutjanus Griseus",-81.281975,23.132958,1,-81.281975,23.132958
"644","Lutjanus Griseus",-95.437707,28.86055,1,-95.437707,28.86055
"645","Lutjanus Griseus",-95.188953,29.052773,1,-95.188953,29.052773
"646","Lutjanus Griseus",-95.470778,27.951978,1,-95.470778,27.951978
"647","Lutjanus Griseus",-97.337041,26.004162,1,-97.337041,26.004162
"648","Lutjanus Griseus",-93.887451,29.868317,1,-93.887451,29.868317
"649","Lutjanus Griseus",-97.146076,25.956024,1,-97.146076,25.956024
"650","Lutjanus Griseus",-97.118533,27.89204,1,-97.118533,27.89204
"651","Lutjanus Griseus",-97.174777,27.905832,1,-97.174777,27.905832
"652","Lutjanus Griseus",-79.853236,26.229062,1,-79.853236,26.229062
"653","Lutjanus Griseus",-80.84359,25.122718,1,-80.84359,25.122718
"654","Lutjanus Griseus",-80.715436,28.610037,1,-80.715436,28.610037
"655","Lutjanus Griseus",-87.907032,18.000471,1,-87.907032,18.000471
"656","Lutjanus Griseus",-97.038088,28.193152,1,-97.038088,28.193152
"657","Lutjanus Griseus",-97.104449,28.129146,1,-97.104449,28.129146
"658","Lutjanus Griseus",-96.379957,19.588474,1,-96.379957,19.588474
"659","Lutjanus Griseus",-60.92387,14.45646,1,-60.92387,14.45646
"660","Lutjanus Griseus",-60.97123,14.45485,1,-60.97123,14.45485
"661","Lutjanus Griseus",-60.90063,14.68137,1,-60.90063,14.68137
"662","Lutjanus Griseus",-61.09773,14.51015,1,-61.09773,14.51015
"663","Lutjanus Griseus",-61.83092,16.14202,1,-61.83092,16.14202
"664","Lutjanus Griseus",-61.54908,16.32105,1,-61.54908,16.32105
"665","Lutjanus Griseus",-61.83039,16.23241,1,-61.83039,16.23241
"666","Lutjanus Griseus",-82.77357,24.66562,1,-82.77357,24.66562
"667","Lutjanus Griseus",-82.99008,24.66113,1,-82.99008,24.66113
"668","Lutjanus Griseus",-82.823,24.67828,1,-82.823,24.67828
"669","Lutjanus Griseus",-82.95475,24.56501,1,-82.95475,24.56501
"670","Lutjanus Griseus",-82.868467,24.656617,1,-82.868467,24.656617
"671","Lutjanus Griseus",-82.929617,24.610483,1,-82.929617,24.610483
"672","Lutjanus Griseus",-83.04222,24.63715,1,-83.04222,24.63715
"673","Lutjanus Griseus",-81.837517,24.464483,1,-81.837517,24.464483
"674","Lutjanus Griseus",-81.7678,24.46855,1,-81.7678,24.46855
"675","Lutjanus Griseus",-80.126333,25.415233,1,-80.126333,25.415233
"676","Lutjanus Griseus",-87.213433,21.611649,1,-87.213433,21.611649
"677","Lutjanus Griseus",-79.828334,26.174206,1,-79.828334,26.174206
"678","Lutjanus Griseus",-94.525891,29.553405,1,-94.525891,29.553405
"679","Lutjanus Griseus",-97.170931,28.198081,1,-97.170931,28.198081
"680","Lutjanus Griseus",-80.25746,25.1437,1,-80.25746,25.1437
"681","Lutjanus Griseus",-80.30348,25.11228,1,-80.30348,25.11228
"682","Lutjanus Griseus",-80.41545,25.03729,1,-80.41545,25.03729
"683","Lutjanus Griseus",-81.57709,24.54955,1,-81.57709,24.54955
"684","Lutjanus Griseus",-80.95638,24.67573,1,-80.95638,24.67573
"685","Lutjanus Griseus",-80.374883,25.010183,1,-80.374883,25.010183
"686","Lutjanus Griseus",-80.54395,24.956767,1,-80.54395,24.956767
"687","Lutjanus Griseus",-80.75005,24.76755,1,-80.75005,24.76755
"688","Lutjanus Griseus",-80.414517,24.98065,1,-80.414517,24.98065
"689","Lutjanus Griseus",-80.28405,25.210917,1,-80.28405,25.210917
"690","Lutjanus Griseus",-80.141,25.36525,1,-80.141,25.36525
"691","Lutjanus Griseus",-81.776133,24.5436,1,-81.776133,24.5436
"692","Lutjanus Griseus",-80.24695,25.27285,1,-80.24695,25.27285
"693","Lutjanus Griseus",-81.655717,24.566667,1,-81.655717,24.566667
"694","Lutjanus Griseus",-80.19175,25.43765,1,-80.19175,25.43765
"695","Lutjanus Griseus",-83.09258,24.61655,1,-83.09258,24.61655
"696","Lutjanus Griseus",-82.049858,26.65892,1,-82.049858,26.65892
"697","Lutjanus Griseus",-64.976995,32.279108,1,-64.976995,32.279108
"698","Lutjanus Griseus",-68.89709,12.085085,1,-68.89709,12.085085
"699","Lutjanus Griseus",-78.019539,24.706381,1,-78.019539,24.706381
"700","Lutjanus Griseus",-82.91475,24.70965,1,-82.91475,24.70965
"701","Lutjanus Griseus",-82.863617,24.70505,1,-82.863617,24.70505
"702","Lutjanus Griseus",-81.021583,24.643333,1,-81.021583,24.643333
"703","Lutjanus Griseus",-80.109117,25.497133,1,-80.109117,25.497133
"704","Lutjanus Griseus",-80.226583,25.185967,1,-80.226583,25.185967
"705","Lutjanus Griseus",-80.18475,25.28125,1,-80.18475,25.28125
"706","Lutjanus Griseus",-80.729667,24.8385,1,-80.729667,24.8385
"707","Lutjanus Griseus",-81.294967,24.578783,1,-81.294967,24.578783
"708","Lutjanus Griseus",-80.930883,24.71605,1,-80.930883,24.71605
"709","Lutjanus Griseus",-81.050833,24.691167,1,-81.050833,24.691167
"710","Lutjanus Griseus",-81.494867,24.563217,1,-81.494867,24.563217
"711","Lutjanus Griseus",-80.45865,24.954683,1,-80.45865,24.954683
"712","Lutjanus Griseus",-80.323617,25.061267,1,-80.323617,25.061267
"713","Lutjanus Griseus",-80.15165,25.4713,1,-80.15165,25.4713
"714","Lutjanus Griseus",-82.996,24.604583,1,-82.996,24.604583
"715","Lutjanus Griseus",-82.869833,24.5975,1,-82.869833,24.5975
"716","Lutjanus Griseus",-81.894,24.4531,1,-81.894,24.4531
"717","Lutjanus Griseus",-81.720967,24.5051,1,-81.720967,24.5051
"718","Lutjanus Griseus",-87.314165,18.605432,1,-87.314165,18.605432
"719","Lutjanus Griseus",-87.560556,20.066944,1,-87.560556,20.066944
"720","Lutjanus Griseus",-87.114486,21.605566,1,-87.114486,21.605566
"721","Lutjanus Griseus",-90.602556,29.190806,1,-90.602556,29.190806
"722","Lutjanus Griseus",-74.000869,40.448658,1,-74.000869,40.448658
"723","Lutjanus Griseus",-87.209817,20.508767,1,-87.209817,20.508767
"724","Lutjanus Griseus",-87.960051,17.286026,1,-87.960051,17.286026
"725","Lutjanus Griseus",-87.831066,17.290768,1,-87.831066,17.290768
"726","Lutjanus Griseus",-96.626137,26.810139,1,-96.626137,26.810139
"727","Lutjanus Griseus",-77.350491,18.463044,1,-77.350491,18.463044
"728","Lutjanus Griseus",-80.341194,32.492153,1,-80.341194,32.492153
"729","Lutjanus Griseus",-77.365183,8.660204,1,-77.365183,8.660204
"730","Lutjanus Griseus",-96.413258,27.655523,1,-96.413258,27.655523
"731","Lutjanus Griseus",-96.341036,27.669241,1,-96.341036,27.669241
"732","Lutjanus Griseus",-72.201618,19.753516,1,-72.201618,19.753516
